year;state;month;number;date
2000;GAZIOSMANPASA;HAZIRAN;0;1.01.2000
2001;GAZIOSMANPASA;HAZIRAN;0;1.01.2001
2002;GAZIOSMANPASA;HAZIRAN;0;1.01.2002
2003;GAZIOSMANPASA;HAZIRAN;0;1.01.2003
2004;GAZIOSMANPASA;HAZIRAN;0;1.01.2004
2005;GAZIOSMANPASA;HAZIRAN;0;1.01.2005
2006;GAZIOSMANPASA;HAZIRAN;0;1.01.2006
2007;GAZIOSMANPASA;HAZIRAN;0;1.01.2007
2008;GAZIOSMANPASA;HAZIRAN;0;1.01.2008
2010;GAZIOSMANPASA;HAZIRAN;0;1.01.2010
2014;GAZIOSMANPASA;HAZIRAN;0;1.01.2014
2017;GAZIOSMANPASA;HAZIRAN;0;1.01.2017
1998;GAZIOSMANPASA;TEMMUZ;0;1.01.1998
1999;GAZIOSMANPASA;TEMMUZ;0;1.01.1999
2000;GAZIOSMANPASA;TEMMUZ;0;1.01.2000
2001;GAZIOSMANPASA;TEMMUZ;0;1.01.2001
2002;GAZIOSMANPASA;TEMMUZ;0;1.01.2002
2003;GAZIOSMANPASA;TEMMUZ;0;1.01.2003
2004;GAZIOSMANPASA;TEMMUZ;0;1.01.2004
2005;GAZIOSMANPASA;TEMMUZ;0;1.01.2005
2006;GAZIOSMANPASA;TEMMUZ;0;1.01.2006
2007;GAZIOSMANPASA;TEMMUZ;0;1.01.2007
2008;GAZIOSMANPASA;TEMMUZ;0;1.01.2008
2009;GAZIOSMANPASA;TEMMUZ;0;1.01.2009
2010;GAZIOSMANPASA;TEMMUZ;0;1.01.2010
2011;GAZIOSMANPASA;TEMMUZ;0;1.01.2011
2013;GAZIOSMANPASA;TEMMUZ;0;1.01.2013
2014;GAZIOSMANPASA;TEMMUZ;0;1.01.2014
2015;GAZIOSMANPASA;TEMMUZ;0;1.01.2015
2016;GAZIOSMANPASA;TEMMUZ;0;1.01.2016
2017;GAZIOSMANPASA;TEMMUZ;0;1.01.2017
1998;GAZIOSMANPASA;AGUSTOS;0;1.01.1998
1999;GAZIOSMANPASA;AGUSTOS;0;1.01.1999
2000;GAZIOSMANPASA;AGUSTOS;0;1.01.2000
2001;GAZIOSMANPASA;AGUSTOS;0;1.01.2001
2003;GAZIOSMANPASA;AGUSTOS;0;1.01.2003
2004;GAZIOSMANPASA;AGUSTOS;0;1.01.2004
2005;GAZIOSMANPASA;AGUSTOS;0;1.01.2005
2006;GAZIOSMANPASA;AGUSTOS;0;1.01.2006
2007;GAZIOSMANPASA;AGUSTOS;0;1.01.2007
2008;GAZIOSMANPASA;AGUSTOS;0;1.01.2008
2009;GAZIOSMANPASA;AGUSTOS;0;1.01.2009
2010;GAZIOSMANPASA;AGUSTOS;0;1.01.2010
2012;GAZIOSMANPASA;AGUSTOS;0;1.01.2012
2013;GAZIOSMANPASA;AGUSTOS;0;1.01.2013
2014;GAZIOSMANPASA;AGUSTOS;0;1.01.2014
2015;GAZIOSMANPASA;AGUSTOS;0;1.01.2015
2017;GAZIOSMANPASA;AGUSTOS;0;1.01.2017
1998;GAZIOSMANPASA;EYLUL;0;1.01.1998
1999;GAZIOSMANPASA;EYLUL;0;1.01.1999
2000;GAZIOSMANPASA;EYLUL;0;1.01.2000
2002;GAZIOSMANPASA;EYLUL;0;1.01.2002
2004;GAZIOSMANPASA;EYLUL;0;1.01.2004
2006;GAZIOSMANPASA;EYLUL;0;1.01.2006
2007;GAZIOSMANPASA;EYLUL;0;1.01.2007
2008;GAZIOSMANPASA;EYLUL;0;1.01.2008
2010;GAZIOSMANPASA;EYLUL;0;1.01.2010
2011;GAZIOSMANPASA;EYLUL;0;1.01.2011
2017;GAZIOSMANPASA;EYLUL;0;1.01.2017
1998;GAZIOSMANPASA;EKIM;0;1.01.1998
1999;GAZIOSMANPASA;EKIM;0;1.01.1999
2008;GAZIOSMANPASA;EKIM;0;1.01.2008
2017;GAZIOSMANPASA;EKIM;0;1.01.2017
2000;GAZIOSMANPASA;KASIM;0;1.01.2000
2000;GAZIOSMANPASA;ARALIK;0;1.01.2000
1998;UMRANIYE;OCAK;0;1.01.1998
1998;UMRANIYE;SUBAT;0;1.01.1998
1998;UMRANIYE;MART;0;1.01.1998
2001;UMRANIYE;MART;0;1.01.2001
1998;UMRANIYE;NISAN;0;1.01.1998
2000;UMRANIYE;NISAN;0;1.01.2000
1998;UMRANIYE;MAYIS;0;1.01.1998
2010;ARNAVUTKOY;OCAK;1;1.01.2010
2015;ARNAVUTKOY;OCAK;1;1.01.2015
2002;ARNAVUTKOY;SUBAT;1;1.01.2002
2017;ARNAVUTKOY;SUBAT;1;1.01.2017
2009;ARNAVUTKOY;MART;1;1.01.2009
2012;ARNAVUTKOY;MART;1;1.01.2012
2014;ARNAVUTKOY;MART;1;1.01.2014
2000;ARNAVUTKOY;NISAN;1;1.01.2000
2003;ARNAVUTKOY;NISAN;1;1.01.2003
2005;ARNAVUTKOY;NISAN;1;1.01.2005
2012;ARNAVUTKOY;NISAN;1;1.01.2012
2017;ARNAVUTKOY;NISAN;1;1.01.2017
2000;ARNAVUTKOY;MAYIS;1;1.01.2000
2007;ARNAVUTKOY;MAYIS;1;1.01.2007
2014;ARNAVUTKOY;MAYIS;1;1.01.2014
2000;ARNAVUTKOY;HAZIRAN;1;1.01.2000
2001;ARNAVUTKOY;HAZIRAN;1;1.01.2001
2006;ARNAVUTKOY;HAZIRAN;1;1.01.2006
2010;ARNAVUTKOY;HAZIRAN;1;1.01.2010
1999;ARNAVUTKOY;TEMMUZ;1;1.01.1999
2000;ARNAVUTKOY;TEMMUZ;1;1.01.2000
2001;ARNAVUTKOY;KASIM;1;1.01.2001
2002;ARNAVUTKOY;ARALIK;1;1.01.2002
2003;ARNAVUTKOY;ARALIK;1;1.01.2003
2009;ARNAVUTKOY;ARALIK;1;1.01.2009
2012;ARNAVUTKOY;ARALIK;1;1.01.2012
2005;BAGCILAR;NISAN;1;1.01.2005
2007;BAGCILAR;NISAN;1;1.01.2007
1999;BAGCILAR;MAYIS;1;1.01.1999
2000;BAGCILAR;MAYIS;1;1.01.2000
2002;BAGCILAR;MAYIS;1;1.01.2002
2003;BAGCILAR;MAYIS;1;1.01.2003
2014;BAGCILAR;MAYIS;1;1.01.2014
2017;BAGCILAR;MAYIS;1;1.01.2017
2013;BAGCILAR;HAZIRAN;1;1.01.2013
2014;BAGCILAR;TEMMUZ;1;1.01.2014
1998;BAGCILAR;AGUSTOS;1;1.01.1998
2001;BAGCILAR;AGUSTOS;1;1.01.2001
2006;BAGCILAR;AGUSTOS;1;1.01.2006
2008;BAGCILAR;AGUSTOS;1;1.01.2008
2010;BAGCILAR;AGUSTOS;1;1.01.2010
2017;BAGCILAR;AGUSTOS;1;1.01.2017
1999;BESIKTAS;SUBAT;1;1.01.1999
2005;BESIKTAS;SUBAT;1;1.01.2005
2015;BESIKTAS;SUBAT;1;1.01.2015
2016;BESIKTAS;SUBAT;1;1.01.2016
2003;BESIKTAS;MART;1;1.01.2003
2008;BESIKTAS;MART;1;1.01.2008
2009;BESIKTAS;MART;1;1.01.2009
2012;BESIKTAS;MART;1;1.01.2012
2014;BESIKTAS;MART;1;1.01.2014
2016;BESIKTAS;MAYIS;1;1.01.2016
2017;BESIKTAS;MAYIS;1;1.01.2017
2009;BESIKTAS;HAZIRAN;1;1.01.2009
2013;BESIKTAS;HAZIRAN;1;1.01.2013
2001;BESIKTAS;TEMMUZ;1;1.01.2001
2002;BESIKTAS;TEMMUZ;1;1.01.2002
2013;BESIKTAS;TEMMUZ;1;1.01.2013
2016;BESIKTAS;TEMMUZ;1;1.01.2016
1998;BESIKTAS;AGUSTOS;1;1.01.1998
2010;BESIKTAS;AGUSTOS;1;1.01.2010
2001;BEYOGLU;NISAN;1;1.01.2001
2009;BEYOGLU;NISAN;1;1.01.2009
2008;BEYOGLU;MAYIS;1;1.01.2008
2000;KADIKOY;OCAK;1;1.01.2000
2004;KADIKOY;MART;1;1.01.2004
2006;KADIKOY;NISAN;1;1.01.2006
2007;KADIKOY;NISAN;1;1.01.2007
2011;KADIKOY;NISAN;1;1.01.2011
2005;KADIKOY;MAYIS;1;1.01.2005
1998;KADIKOY;HAZIRAN;1;1.01.1998
2004;KADIKOY;HAZIRAN;1;1.01.2004
2007;KADIKOY;HAZIRAN;1;1.01.2007
2008;KADIKOY;HAZIRAN;1;1.01.2008
2006;KADIKOY;TEMMUZ;1;1.01.2006
2009;KARTAL;OCAK;1;1.01.2009
2015;KARTAL;OCAK;1;1.01.2015
2016;KARTAL;OCAK;1;1.01.2016
2017;KARTAL;OCAK;1;1.01.2017
2001;KARTAL;SUBAT;1;1.01.2001
2003;KARTAL;SUBAT;1;1.01.2003
2011;KARTAL;SUBAT;1;1.01.2011
2013;KARTAL;SUBAT;1;1.01.2013
2014;KARTAL;SUBAT;1;1.01.2014
2007;KARTAL;MART;1;1.01.2007
2013;KARTAL;MART;1;1.01.2013
2014;KARTAL;MART;1;1.01.2014
2016;KARTAL;MART;1;1.01.2016
2002;KARTAL;NISAN;1;1.01.2002
2004;KARTAL;NISAN;1;1.01.2004
2008;KARTAL;NISAN;1;1.01.2008
2011;KARTAL;NISAN;1;1.01.2011
2013;KARTAL;NISAN;1;1.01.2013
2017;KARTAL;NISAN;1;1.01.2017
2002;KARTAL;MAYIS;1;1.01.2002
2000;KARTAL;HAZIRAN;1;1.01.2000
2015;KARTAL;HAZIRAN;1;1.01.2015
2006;KARTAL;EKIM;1;1.01.2006
1999;KARTAL;KASIM;1;1.01.1999
2002;KARTAL;KASIM;1;1.01.2002
2011;KARTAL;KASIM;1;1.01.2011
2016;KARTAL;KASIM;1;1.01.2016
2001;KARTAL;ARALIK;1;1.01.2001
2002;KARTAL;ARALIK;1;1.01.2002
2010;KARTAL;ARALIK;1;1.01.2010
2001;MALTEPE;OCAK;1;1.01.2001
2004;MALTEPE;OCAK;1;1.01.2004
2012;MALTEPE;OCAK;1;1.01.2012
2005;MALTEPE;SUBAT;1;1.01.2005
2000;MALTEPE;MART;1;1.01.2000
2006;MALTEPE;NISAN;1;1.01.2006
2003;MALTEPE;MAYIS;1;1.01.2003
2007;MALTEPE;MAYIS;1;1.01.2007
2001;MALTEPE;ARALIK;1;1.01.2001
2008;MALTEPE;ARALIK;1;1.01.2008
2011;MALTEPE;ARALIK;1;1.01.2011
1999;SARIYER;MART;1;1.01.1999
2001;ÜSKÜDAR;SUBAT;1;1.01.2001
1999;PENDIK;MART;1;1.01.1999
2007;PENDIK;MART;1;1.01.2007
2016;PENDIK;MART;1;1.01.2016
2000;PENDIK;NISAN;1;1.01.2000
2002;PENDIK;NISAN;1;1.01.2002
2009;PENDIK;NISAN;1;1.01.2009
2016;PENDIK;NISAN;1;1.01.2016
2017;PENDIK;NISAN;1;1.01.2017
2002;PENDIK;MAYIS;1;1.01.2002
2004;PENDIK;MAYIS;1;1.01.2004
2014;PENDIK;MAYIS;1;1.01.2014
2016;PENDIK;MAYIS;1;1.01.2016
2017;PENDIK;MAYIS;1;1.01.2017
1999;PENDIK;HAZIRAN;1;1.01.1999
2002;PENDIK;HAZIRAN;1;1.01.2002
2014;PENDIK;HAZIRAN;1;1.01.2014
1999;PENDIK;TEMMUZ;1;1.01.1999
2004;PENDIK;TEMMUZ;1;1.01.2004
2006;PENDIK;TEMMUZ;1;1.01.2006
2007;PENDIK;TEMMUZ;1;1.01.2007
2013;PENDIK;TEMMUZ;1;1.01.2013
2008;PENDIK;AGUSTOS;1;1.01.2008
2000;SISLI;NISAN;1;1.01.2000
2005;SISLI;NISAN;1;1.01.2005
2007;SISLI;NISAN;1;1.01.2007
2003;SISLI;MAYIS;1;1.01.2003
2005;SISLI;MAYIS;1;1.01.2005
2006;SISLI;MAYIS;1;1.01.2006
2011;SISLI;MAYIS;1;1.01.2011
1998;SISLI;HAZIRAN;1;1.01.1998
2002;SISLI;HAZIRAN;1;1.01.2002
2007;SISLI;HAZIRAN;1;1.01.2007
2009;SISLI;HAZIRAN;1;1.01.2009
2010;SISLI;HAZIRAN;1;1.01.2010
2005;SISLI;TEMMUZ;1;1.01.2005
2006;SISLI;TEMMUZ;1;1.01.2006
2009;SISLI;TEMMUZ;1;1.01.2009
2001;SILE;NISAN;1;1.01.2001
2006;SILE;NISAN;1;1.01.2006
2004;KAGITHANE;OCAK;1;1.01.2004
2008;KAGITHANE;OCAK;1;1.01.2008
2000;KAGITHANE;SUBAT;1;1.01.2000
2002;KAGITHANE;SUBAT;1;1.01.2002
2002;KAGITHANE;MART;1;1.01.2002
1999;KAGITHANE;NISAN;1;1.01.1999
2005;KAGITHANE;NISAN;1;1.01.2005
2009;KAGITHANE;NISAN;1;1.01.2009
2003;KAGITHANE;MAYIS;1;1.01.2003
2006;KAGITHANE;KASIM;1;1.01.2006
2007;KAGITHANE;KASIM;1;1.01.2007
1998;KAGITHANE;ARALIK;1;1.01.1998
2009;KAGITHANE;ARALIK;1;1.01.2009
2000;KAGITHANE;OCAK;1;1.01.2000
2003;KAGITHANE;MART;1;1.01.2003
2004;KAGITHANE;MART;1;1.01.2004
2016;KAGITHANE;MART;1;1.01.2016
2007;KAGITHANE;NISAN;1;1.01.2007
2009;KAGITHANE;NISAN;1;1.01.2009
1999;KAGITHANE;MAYIS;1;1.01.1999
2016;KAGITHANE;MAYIS;1;1.01.2016
1998;KAGITHANE;HAZIRAN;1;1.01.1998
2002;KAGITHANE;HAZIRAN;1;1.01.2002
2003;KAGITHANE;HAZIRAN;1;1.01.2003
2010;KAGITHANE;HAZIRAN;1;1.01.2010
2011;KAGITHANE;HAZIRAN;1;1.01.2011
2013;KAGITHANE;HAZIRAN;1;1.01.2013
2009;KAGITHANE;AGUSTOS;1;1.01.2009
2000;KAGITHANE;NISAN;1;1.01.2000
2001;KAGITHANE;HAZIRAN;1;1.01.2001
1999;CEKMEKOY;OCAK;1;1.01.1999
2011;CEKMEKOY;OCAK;1;1.01.2011
1999;CEKMEKOY;SUBAT;1;1.01.1999
2009;CEKMEKOY;SUBAT;1;1.01.2009
2002;CEKMEKOY;MART;1;1.01.2002
2008;CEKMEKOY;MAYIS;1;1.01.2008
2001;CEKMEKOY;ARALIK;1;1.01.2001
2005;ATASEHIR;MAYIS;1;1.01.2005
2001;ATASEHIR;HAZIRAN;1;1.01.2001
2007;ATASEHIR;HAZIRAN;1;1.01.2007
1998;ATASEHIR;TEMMUZ;1;1.01.1998
2001;ATASEHIR;TEMMUZ;1;1.01.2001
2010;ATASEHIR;TEMMUZ;1;1.01.2010
1999;ATASEHIR;AGUSTOS;1;1.01.1999
2001;ATASEHIR;EYLUL;1;1.01.2001
1998;ATASEHIR;EKIM;1;1.01.1998
1998;ATASEHIR;KASIM;1;1.01.1998
2011;KUCUKCEKMECE;SUBAT;1;1.01.2011
2001;KUCUKCEKMECE;MART;1;1.01.2001
2001;KUCUKCEKMECE;NISAN;1;1.01.2001
1999;KUCUKCEKMECE;MAYIS;1;1.01.1999
2010;KUCUKCEKMECE;MAYIS;1;1.01.2010
2001;KUCUKCEKMECE;HAZIRAN;1;1.01.2001
2010;KUCUKCEKMECE;HAZIRAN;1;1.01.2010
2000;GAZIOSMANPASA;OCAK;1;1.01.2000
2002;GAZIOSMANPASA;OCAK;1;1.01.2002
2001;GAZIOSMANPASA;MART;1;1.01.2001
2000;GAZIOSMANPASA;NISAN;1;1.01.2000
2007;GAZIOSMANPASA;NISAN;1;1.01.2007
2010;GAZIOSMANPASA;NISAN;1;1.01.2010
2013;GAZIOSMANPASA;MAYIS;1;1.01.2013
2014;GAZIOSMANPASA;MAYIS;1;1.01.2014
2017;GAZIOSMANPASA;MAYIS;1;1.01.2017
2011;GAZIOSMANPASA;HAZIRAN;1;1.01.2011
2013;GAZIOSMANPASA;HAZIRAN;1;1.01.2013
2016;GAZIOSMANPASA;HAZIRAN;1;1.01.2016
2012;GAZIOSMANPASA;TEMMUZ;1;1.01.2012
2011;GAZIOSMANPASA;AGUSTOS;1;1.01.2011
2001;GAZIOSMANPASA;EYLUL;1;1.01.2001
2009;GAZIOSMANPASA;EYLUL;1;1.01.2009
2012;GAZIOSMANPASA;EYLUL;1;1.01.2012
2013;GAZIOSMANPASA;EYLUL;1;1.01.2013
2015;GAZIOSMANPASA;EYLUL;1;1.01.2015
2009;GAZIOSMANPASA;EKIM;1;1.01.2009
2010;GAZIOSMANPASA;EKIM;1;1.01.2010
2012;GAZIOSMANPASA;EKIM;1;1.01.2012
2017;GAZIOSMANPASA;KASIM;1;1.01.2017
1999;UMRANIYE;SUBAT;1;1.01.1999
1999;UMRANIYE;MART;1;1.01.1999
1998;UMRANIYE;KASIM;1;1.01.1998
2009;ARNAVUTKOY;SUBAT;2;1.01.2009
2015;ARNAVUTKOY;SUBAT;2;1.01.2015
2007;ARNAVUTKOY;MART;2;1.01.2007
2013;ARNAVUTKOY;MART;2;1.01.2013
2015;ARNAVUTKOY;MART;2;1.01.2015
2004;ARNAVUTKOY;NISAN;2;1.01.2004
2011;ARNAVUTKOY;NISAN;2;1.01.2011
2005;ARNAVUTKOY;MAYIS;2;1.01.2005
2015;ARNAVUTKOY;MAYIS;2;1.01.2015
2005;ARNAVUTKOY;ARALIK;2;1.01.2005
2006;BAGCILAR;NISAN;2;1.01.2006
2001;BAGCILAR;MAYIS;2;1.01.2001
2013;BAGCILAR;MAYIS;2;1.01.2013
2001;BAGCILAR;HAZIRAN;2;1.01.2001
2011;BAGCILAR;HAZIRAN;2;1.01.2011
2014;BAGCILAR;HAZIRAN;2;1.01.2014
2015;BAGCILAR;HAZIRAN;2;1.01.2015
2017;BAGCILAR;HAZIRAN;2;1.01.2017
2010;BAGCILAR;TEMMUZ;2;1.01.2010
2003;BAGCILAR;AGUSTOS;2;1.01.2003
2004;BAGCILAR;AGUSTOS;2;1.01.2004
2005;BAGCILAR;AGUSTOS;2;1.01.2005
2007;BAGCILAR;EYLUL;2;1.01.2007
2000;BAGCILAR;KASIM;2;1.01.2000
2000;BAGCILAR;ARALIK;2;1.01.2000
2000;BESIKTAS;OCAK;2;1.01.2000
2008;BESIKTAS;OCAK;2;1.01.2008
2010;BESIKTAS;OCAK;2;1.01.2010
2017;BESIKTAS;OCAK;2;1.01.2017
2002;BESIKTAS;SUBAT;2;1.01.2002
2004;BESIKTAS;SUBAT;2;1.01.2004
2006;BESIKTAS;SUBAT;2;1.01.2006
2014;BESIKTAS;SUBAT;2;1.01.2014
1999;BESIKTAS;MART;2;1.01.1999
2010;BESIKTAS;MART;2;1.01.2010
2015;BESIKTAS;MART;2;1.01.2015
2003;BESIKTAS;NISAN;2;1.01.2003
2008;BESIKTAS;NISAN;2;1.01.2008
2010;BESIKTAS;NISAN;2;1.01.2010
2012;BESIKTAS;NISAN;2;1.01.2012
2013;BESIKTAS;NISAN;2;1.01.2013
2009;BESIKTAS;MAYIS;2;1.01.2009
2010;BESIKTAS;MAYIS;2;1.01.2010
2011;BESIKTAS;MAYIS;2;1.01.2011
2012;BESIKTAS;MAYIS;2;1.01.2012
1999;BESIKTAS;HAZIRAN;2;1.01.1999
2005;BESIKTAS;HAZIRAN;2;1.01.2005
2016;BESIKTAS;HAZIRAN;2;1.01.2016
2017;BESIKTAS;HAZIRAN;2;1.01.2017
2004;BESIKTAS;TEMMUZ;2;1.01.2004
2010;BESIKTAS;TEMMUZ;2;1.01.2010
2002;BEYOGLU;SUBAT;2;1.01.2002
1999;BEYOGLU;NISAN;2;1.01.1999
2002;BEYOGLU;NISAN;2;1.01.2002
2003;BEYOGLU;MAYIS;2;1.01.2003
1998;BEYOGLU;HAZIRAN;2;1.01.1998
1999;BEYOGLU;ARALIK;2;1.01.1999
2011;KADIKOY;SUBAT;2;1.01.2011
2007;KADIKOY;MART;2;1.01.2007
2008;KADIKOY;MART;2;1.01.2008
2001;KADIKOY;NISAN;2;1.01.2001
2004;KADIKOY;NISAN;2;1.01.2004
2012;KADIKOY;NISAN;2;1.01.2012
2010;KADIKOY;MAYIS;2;1.01.2010
2003;KADIKOY;HAZIRAN;2;1.01.2003
2010;KARTAL;OCAK;2;1.01.2010
2011;KARTAL;OCAK;2;1.01.2011
1999;KARTAL;SUBAT;2;1.01.1999
2016;KARTAL;SUBAT;2;1.01.2016
2008;KARTAL;MART;2;1.01.2008
2014;KARTAL;NISAN;2;1.01.2014
2000;KARTAL;MAYIS;2;1.01.2000
2005;KARTAL;MAYIS;2;1.01.2005
2013;KARTAL;MAYIS;2;1.01.2013
2015;KARTAL;MAYIS;2;1.01.2015
1998;KARTAL;HAZIRAN;2;1.01.1998
2006;KARTAL;HAZIRAN;2;1.01.2006
2005;KARTAL;KASIM;2;1.01.2005
2013;KARTAL;ARALIK;2;1.01.2013
2002;MALTEPE;OCAK;2;1.01.2002
2001;MALTEPE;MART;2;1.01.2001
1999;MALTEPE;NISAN;2;1.01.1999
2001;MALTEPE;NISAN;2;1.01.2001
2002;MALTEPE;NISAN;2;1.01.2002
2007;MALTEPE;NISAN;2;1.01.2007
2000;MALTEPE;MAYIS;2;1.01.2000
2008;MALTEPE;MAYIS;2;1.01.2008
2011;MALTEPE;MAYIS;2;1.01.2011
2001;ÜSKÜDAR;NISAN;2;1.01.2001
2006;ÇATALCA;NISAN;2;1.01.2006
1999;PENDIK;SUBAT;2;1.01.1999
2009;PENDIK;MART;2;1.01.2009
2017;PENDIK;MART;2;1.01.2017
2005;PENDIK;NISAN;2;1.01.2005
2010;PENDIK;NISAN;2;1.01.2010
2011;PENDIK;NISAN;2;1.01.2011
2000;PENDIK;HAZIRAN;2;1.01.2000
2011;PENDIK;HAZIRAN;2;1.01.2011
2017;PENDIK;TEMMUZ;2;1.01.2017
2001;SISLI;SUBAT;2;1.01.2001
1999;SISLI;NISAN;2;1.01.1999
2001;SISLI;NISAN;2;1.01.2001
2006;SISLI;NISAN;2;1.01.2006
2010;SISLI;NISAN;2;1.01.2010
2004;SISLI;MAYIS;2;1.01.2004
2001;SISLI;HAZIRAN;2;1.01.2001
2003;SISLI;HAZIRAN;2;1.01.2003
1999;SISLI;TEMMUZ;2;1.01.1999
2011;SISLI;TEMMUZ;2;1.01.2011
2017;SISLI;TEMMUZ;2;1.01.2017
2008;SISLI;AGUSTOS;2;1.01.2008
2001;SILE;MART;2;1.01.2001
2008;KAGITHANE;SUBAT;2;1.01.2008
2008;KAGITHANE;MART;2;1.01.2008
2000;KAGITHANE;NISAN;2;1.01.2000
2001;KAGITHANE;NISAN;2;1.01.2001
2008;KAGITHANE;NISAN;2;1.01.2008
2007;KAGITHANE;MAYIS;2;1.01.2007
2000;KAGITHANE;KASIM;2;1.01.2000
2001;KAGITHANE;ARALIK;2;1.01.2001
2005;KAGITHANE;ARALIK;2;1.01.2005
2001;KAGITHANE;OCAK;2;1.01.2001
2016;KAGITHANE;SUBAT;2;1.01.2016
2009;KAGITHANE;MART;2;1.01.2009
2012;KAGITHANE;MART;2;1.01.2012
2003;KAGITHANE;NISAN;2;1.01.2003
2005;KAGITHANE;NISAN;2;1.01.2005
2006;KAGITHANE;NISAN;2;1.01.2006
2014;KAGITHANE;NISAN;2;1.01.2014
2004;KAGITHANE;MAYIS;2;1.01.2004
2007;KAGITHANE;MAYIS;2;1.01.2007
2013;KAGITHANE;MAYIS;2;1.01.2013
2014;KAGITHANE;MAYIS;2;1.01.2014
2017;KAGITHANE;MAYIS;2;1.01.2017
2004;KAGITHANE;HAZIRAN;2;1.01.2004
2014;KAGITHANE;HAZIRAN;2;1.01.2014
2005;KAGITHANE;TEMMUZ;2;1.01.2005
2014;KAGITHANE;TEMMUZ;2;1.01.2014
2008;KAGITHANE;AGUSTOS;2;1.01.2008
2013;KAGITHANE;AGUSTOS;2;1.01.2013
2001;KAGITHANE;EYLUL;2;1.01.2001
2012;CEKMEKOY;OCAK;2;1.01.2012
2001;CEKMEKOY;SUBAT;2;1.01.2001
2011;CEKMEKOY;SUBAT;2;1.01.2011
2008;CEKMEKOY;MART;2;1.01.2008
2008;CEKMEKOY;ARALIK;2;1.01.2008
2004;ATASEHIR;MAYIS;2;1.01.2004
2004;ATASEHIR;TEMMUZ;2;1.01.2004
2005;ATASEHIR;TEMMUZ;2;1.01.2005
2012;ATASEHIR;TEMMUZ;2;1.01.2012
2003;ATASEHIR;AGUSTOS;2;1.01.2003
2007;ATASEHIR;AGUSTOS;2;1.01.2007
1998;ATASEHIR;EYLUL;2;1.01.1998
2010;KUCUKCEKMECE;OCAK;2;1.01.2010
1999;KUCUKCEKMECE;SUBAT;2;1.01.1999
2007;KUCUKCEKMECE;NISAN;2;1.01.2007
2001;KUCUKCEKMECE;MAYIS;2;1.01.2001
2004;KUCUKCEKMECE;MAYIS;2;1.01.2004
2007;KUCUKCEKMECE;MAYIS;2;1.01.2007
1998;KUCUKCEKMECE;HAZIRAN;2;1.01.1998
2000;KUCUKCEKMECE;HAZIRAN;2;1.01.2000
2008;KUCUKCEKMECE;HAZIRAN;2;1.01.2008
1999;KUCUKCEKMECE;TEMMUZ;2;1.01.1999
2001;GAZIOSMANPASA;OCAK;2;1.01.2001
2001;GAZIOSMANPASA;SUBAT;2;1.01.2001
2007;GAZIOSMANPASA;MART;2;1.01.2007
2008;GAZIOSMANPASA;NISAN;2;1.01.2008
2003;GAZIOSMANPASA;MAYIS;2;1.01.2003
2009;GAZIOSMANPASA;HAZIRAN;2;1.01.2009
2002;GAZIOSMANPASA;AGUSTOS;2;1.01.2002
2005;GAZIOSMANPASA;EYLUL;2;1.01.2005
2016;GAZIOSMANPASA;EYLUL;2;1.01.2016
2003;GAZIOSMANPASA;EKIM;2;1.01.2003
2003;GAZIOSMANPASA;KASIM;2;1.01.2003
2004;ARNAVUTKOY;SUBAT;3;1.01.2004
2005;ARNAVUTKOY;MART;3;1.01.2005
2010;ARNAVUTKOY;NISAN;3;1.01.2010
2015;ARNAVUTKOY;NISAN;3;1.01.2015
2009;ARNAVUTKOY;MAYIS;3;1.01.2009
2011;ARNAVUTKOY;MAYIS;3;1.01.2011
2012;ARNAVUTKOY;MAYIS;3;1.01.2012
1998;ARNAVUTKOY;HAZIRAN;3;1.01.1998
2001;ARNAVUTKOY;TEMMUZ;3;1.01.2001
2013;ARNAVUTKOY;ARALIK;3;1.01.2013
2010;BAGCILAR;NISAN;3;1.01.2010
2004;BAGCILAR;MAYIS;3;1.01.2004
2016;BAGCILAR;TEMMUZ;3;1.01.2016
1999;BAGCILAR;AGUSTOS;3;1.01.1999
2002;BAGCILAR;AGUSTOS;3;1.01.2002
2007;BAGCILAR;AGUSTOS;3;1.01.2007
2014;BAGCILAR;AGUSTOS;3;1.01.2014
2015;BAGCILAR;AGUSTOS;3;1.01.2015
1999;BAGCILAR;EYLUL;3;1.01.1999
2013;BESIKTAS;OCAK;3;1.01.2013
2011;BESIKTAS;SUBAT;3;1.01.2011
2017;BESIKTAS;NISAN;3;1.01.2017
2002;BESIKTAS;MAYIS;3;1.01.2002
2015;BESIKTAS;HAZIRAN;3;1.01.2015
2012;BESIKTAS;TEMMUZ;3;1.01.2012
2017;BESIKTAS;TEMMUZ;3;1.01.2017
2000;BESIKTAS;AGUSTOS;3;1.01.2000
1999;BEYOGLU;OCAK;3;1.01.1999
2001;BEYOGLU;OCAK;3;1.01.2001
2009;BEYOGLU;SUBAT;3;1.01.2009
2012;BEYOGLU;NISAN;3;1.01.2012
2009;BEYOGLU;MAYIS;3;1.01.2009
2003;BEYOGLU;HAZIRAN;3;1.01.2003
2007;KADIKOY;SUBAT;3;1.01.2007
2003;KADIKOY;MART;3;1.01.2003
2006;KADIKOY;MART;3;1.01.2006
2009;KADIKOY;MART;3;1.01.2009
2003;KADIKOY;NISAN;3;1.01.2003
2015;KADIKOY;NISAN;3;1.01.2015
2004;KADIKOY;MAYIS;3;1.01.2004
